VENDER,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,calculated_swcs_large,calculated_swcs_medium,calculated_swcs_small,swcs_bkg
120,small,low,120,Medium Density,8.83125,0.0,3.17925,0.0,0.35325,0.0,45.59855311952913,33.090693446635264,28.438982033196886,26.715244895938195
120,small,low,120,High Density,17.6625,14.673316380294315,6.3585,3.3196617164178637,0.7065,0.0,133.84076975031417,54.266016165302375,29.81578169231178,26.715244895938195
120,small,normal,120,Low Density,35.325,36.39438381518679,12.717,12.289238867215964,1.413,1.0495640047615848,265.08399982389125,114.92919099455172,35.790072459759614,26.715244895938195
120,small,normal,120,Medium Density,70.65,71.68221372490095,25.434,26.45281224670601,2.826,2.460064047359733,322.67388685741906,150.4695153184062,46.348104311711985,26.715244895938195
120,small,normal,120,High Density,141.3,142.45417209122286,50.868,51.553697404322435,5.652,5.578678058491441,361.2290137992823,171.45451969106824,56.41203223809249,26.715244895938195
120,medium,low,120,Low Density,4.415625,1.4416775396453727,1.589625,1.8400898511713017,0.176625,0.0,56.3215144919615,56.71021143138128,46.858574252078974,37.9192634068227
120,medium,low,120,Medium Density,8.83125,5.0235157052991015,3.17925,3.047977403475892,0.35325,0.0,80.9780298226516,65.78422607722986,43.85254472620889,37.9192634068227
120,medium,low,120,High Density,17.6625,14.727290558838884,6.3585,6.301577545876324,0.7065,0.0,151.2644184665619,89.72464129609729,46.68621387349283,37.9192634068227
120,medium,normal,120,Low Density,35.325,37.48033015604546,12.717,13.566500544391653,1.413,0.0,285.83646771883645,134.40492983098528,46.54713955803281,37.9192634068227
120,medium,normal,120,Medium Density,70.65,78.05739948812752,25.434,30.94696250096151,2.826,3.2746088780028066,352.24251896818123,171.73600008603094,62.288705692880896,37.9192634068227
120,medium,normal,120,High Density,141.3,146.5631566457942,50.868,54.077283438663756,5.652,5.960576767901325,389.9764952024697,190.58824614657766,75.95038550553559,37.9192634068227
120,large,low,120,Low Density,4.415625,19.26903046961424,1.589625,14.259992540040756,0.176625,9.600426153488423,122.85340218162047,109.24190153249204,88.39850531072332,51.02355642769442
120,large,low,120,Medium Density,8.83125,24.682285048569614,3.17925,21.020255719428803,0.35325,2.5304024574765105,112.81105377756103,124.36752762782612,68.86552629245398,51.02355642769442
120,large,low,120,High Density,17.6625,18.974748332266024,6.3585,21.20320678013436,0.7065,6.620208758182123,186.96186902138712,126.19144105206377,77.69914988524117,51.02355642769442
120,large,normal,120,Low Density,35.325,42.272424880916404,12.717,37.437864609944434,1.413,4.494064090573008,306.144436522683,185.05470037877933,90.21370417466436,51.02355642769442
120,large,normal,120,Medium Density,70.65,82.73812527534284,25.434,60.19946841277533,2.826,34.10890077885368,379.0341089390946,215.93190681416118,109.83581593160147,51.02355642769442
120,large,normal,120,High Density,141.3,199.55387114660724,50.868,91.01575841806113,5.652,11.683922893181656,406.0263342382917,236.85241546528528,104.52827950213002,51.02355642769442
135,small,low,135,Low Density,4.415625,0.0,1.589625,0.0,0.176625,0.0,52.09758179847566,50.10596581021481,47.306022727553206,44.969875598531345
135,small,low,135,Medium Density,8.83125,0.0,3.17925,0.0,0.35325,0.0,65.02089457008924,54.52180965709642,46.89224388333619,44.969875598531345
135,small,low,135,High Density,17.6625,14.672683631576625,6.3585,3.6513675597132393,0.7065,0.0,153.24584548659948,77.2160168680282,46.95335249168572,44.969875598531345
135,small,normal,135,Low Density,35.325,37.30847396608976,12.717,13.150300286385553,1.413,0.0,291.0084361400123,135.70863375926453,51.04457914653534,44.969875598531345
135,small,normal,135,Medium Density,70.65,74.21198724101943,25.434,25.231907628464796,2.826,2.527223566409899,346.5574373233074,162.2048961403476,65.48734182306266,44.969875598531345
135,small,normal,135,High Density,141.3,145.3220764078416,50.868,52.370995275463656,5.652,5.733302399328841,385.7938943870158,194.29123336407542,74.46264343912247,44.969875598531345
135,medium,low,135,Low Density,4.415625,0.0,1.589625,0.0,0.176625,0.0,79.79402013156172,80.09633251115592,72.20969206353631,63.829652446479145
135,medium,low,135,Medium Density,8.83125,2.460416085492305,3.17925,0.0,0.35325,0.0,91.66310144280948,77.99286241538806,76.03540681632452,63.829652446479145
135,medium,low,135,High Density,17.6625,15.37061071590221,6.3585,5.081707210665457,0.7065,0.0,173.80758438403058,107.8006570958074,73.78203832653273,63.829652446479145
135,medium,normal,135,Low Density,35.325,37.206803474646414,12.717,13.28804424353908,1.413,2.6823428204763404,298.5019051814256,167.11442585276427,87.70400220144631,63.829652446479145
135,medium,normal,135,Medium Density,70.65,74.52719149869411,25.434,29.273995000657276,2.826,2.9277353744575634,372.5537815309407,197.4183749612983,87.23804621912143,63.829652446479145
135,medium,normal,135,High Density,141.3,147.45196712352708,50.868,58.20488205517768,5.652,6.548935627556471,406.6670185739086,225.07360548885418,96.92325901138486,63.829652446479145
135,large,low,135,Low Density,4.415625,4.767832751819585,1.589625,0.0,0.176625,0.0,125.43079997079515,127.27950887892798,107.04538948308814,85.88817027949261
135,large,low,135,Medium Density,8.83125,17.324248829314765,3.17925,6.378169667702112,0.35325,6.947941593039798,162.9993809972237,138.6772140673196,138.1280431533788,85.88817027949261
135,large,low,135,High Density,17.6625,36.383356462648514,6.3585,23.50353065626168,0.7065,3.036053688401016,225.4303330154193,176.59944016568812,113.14837545038881,85.88817027949261
135,large,normal,135,Low Density,35.325,43.10513335279853,12.717,35.24270843727402,1.413,6.196708424129474,340.5821910166711,224.9445710616527,133.0888445584999,85.88817027949261
135,large,normal,135,Medium Density,70.65,78.00642872062471,25.434,31.740287359983355,2.826,9.606565254512809,410.0493735686067,238.65753657163097,129.62871230221907,85.88817027949261
135,large,normal,135,High Density,141.3,149.41947002187246,50.868,63.2268368210063,5.652,11.203934055462224,448.76112412069847,274.05448627117653,149.52469599258666,85.88817027949261
