cal,VENDER,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
6pt,135,small,normal,135,High Density,141.3,145.3335239881476,50.868,52.810974743394425,5.652,5.8500290646446285,-0.5740769850929016
6pt,135,medium,low,135,Low Density,4.415625,5.202383107435638,1.589625,1.0413504170779269,0.176625,0.1956787014259903,0.36079844768691927
6pt,135,medium,low,135,Medium Density,8.83125,9.741891785484869,3.17925,3.0151231875503033,0.35325,0.30066026035425997,0.36079844768691927
6pt,135,medium,low,135,High Density,17.6625,18.662244590733085,6.3585,6.534927281096508,0.7065,0.3887832420053056,0.36079844768691927
6pt,135,medium,normal,135,Low Density,35.325,35.629936707828,12.717,13.348492417273263,1.413,0.9444715246781122,-0.3547374034992817
6pt,135,medium,normal,135,Medium Density,70.65,70.27165336957695,25.434,25.90043408715613,2.826,2.7254644756481214,-0.3547374034992817
6pt,135,medium,normal,135,High Density,141.3,139.00159303364157,50.868,50.11337771004188,5.652,4.855550166622322,-0.3547374034992817
6pt,135,large,low,135,Low Density,4.415625,4.368270390621734,1.589625,1.7744509910072512,0.176625,0.3915111233093278,-0.004671861314242386
6pt,135,large,low,135,Medium Density,8.83125,9.377837989268087,3.17925,3.5813307294788794,0.35325,0.6867206344080923,-0.004671861314242386
6pt,135,large,low,135,High Density,17.6625,17.180567335014448,6.3585,6.041690135776609,0.7065,1.3231129395439372,-0.004671861314242386
6pt,135,large,normal,135,Low Density,35.325,35.20026895942842,12.717,13.330660143314686,1.413,1.63224584641027,-0.6255814630629702
6pt,135,large,normal,135,Medium Density,70.65,70.52782256544904,25.434,24.9141315796741,2.826,3.634141208650491,-0.6255814630629702
6pt,135,large,normal,135,High Density,141.3,135.82382038996352,50.868,48.84024779171673,5.652,5.865203792277638,-0.6255814630629702
specific,80,small,low,80,Low Density,4.415625,3.8877791537467328,1.589625,1.5578458960851773,0.176625,-0.03271344725998013,0.2773290217084084
specific,80,small,low,80,Medium Density,8.83125,8.114473158213938,3.17925,2.947870485524045,0.35325,0.7246047430996476,0.2773290217084084
specific,80,small,low,80,High Density,17.6625,15.777981795954823,6.3585,5.501919380338111,0.7065,0.02969355461947633,0.2773290217084084
specific,80,small,normal,80,Low Density,35.325,37.03776580242463,12.717,13.551682569406069,1.413,1.8780653323636152,-0.2846302444966461
specific,80,small,normal,80,Medium Density,70.65,70.00036251634157,25.434,26.35032903872787,2.826,2.736696629365502,-0.2846302444966461
specific,80,small,normal,80,High Density,141.3,139.43977157849508,50.868,49.98375882388223,5.652,5.79002473341767,-0.2846302444966461
specific,80,medium,low,80,Low Density,4.415625,5.144460157349773,1.589625,2.47183208956442,0.176625,-0.03269578305619921,0.33350793169813714
specific,80,medium,low,80,Medium Density,8.83125,9.07324276472819,3.17925,2.86172852507277,0.35325,0.7135182026903785,0.33350793169813714
specific,80,medium,low,80,High Density,17.6625,15.956939839709836,6.3585,5.9230393506627435,0.7065,0.9211282833012266,0.33350793169813714
specific,80,medium,normal,80,Low Density,35.325,37.628364207439795,12.717,13.531517317553378,1.413,2.200794340659563,-0.40165404878232486
specific,80,medium,normal,80,Medium Density,70.65,71.11385348303487,25.434,26.319035069789546,2.826,2.9206848902715565,-0.40165404878232486
specific,80,medium,normal,80,High Density,141.3,141.1916326050135,50.868,51.77190771128295,5.652,5.23844025268766,-0.40165404878232486
specific,80,large,low,80,Low Density,4.415625,6.213767489562306,1.589625,0.8921868491600073,0.176625,-0.03036112804283484,0.59773871407366
specific,80,large,low,80,Medium Density,8.83125,8.824576540026062,3.17925,2.4634600368192427,0.35325,0.3826803363900806,0.59773871407366
specific,80,large,low,80,High Density,17.6625,16.458208565585913,6.3585,4.504376814770874,0.7065,0.12006396838783634,0.59773871407366
specific,80,large,normal,80,Low Density,35.325,35.90060031224885,12.717,13.088398878616193,1.413,1.7592589757438941,0.890153774973541
specific,80,large,normal,80,Medium Density,70.65,71.01313704013937,25.434,26.22429199926559,2.826,3.6227832782888245,0.890153774973541
specific,80,large,normal,80,High Density,141.3,140.48623909426223,50.868,50.15792779592226,5.652,5.977541397671684,0.890153774973541
specific,100,small,low,100,Low Density,4.415625,2.08397428127942,1.589625,1.8337286302245914,0.176625,0.3453766591403204,-0.22818801778014608
specific,100,small,low,100,Medium Density,8.83125,8.044911756104346,3.17925,2.8336885688804596,0.35325,0.3378988162159395,-0.22818801778014608
specific,100,small,low,100,High Density,17.6625,15.036947362154397,6.3585,5.222049890706647,0.7065,0.8024232762920935,-0.22818801778014608
specific,100,small,normal,100,Low Density,35.325,37.67480643811313,12.717,13.364763570583122,1.413,2.1182954272197874,-0.17818554532989814
specific,100,small,normal,100,Medium Density,70.65,71.40366132362281,25.434,25.54746150825199,2.826,3.415992899936862,-0.17818554532989814
specific,100,small,normal,100,High Density,141.3,140.9882968841586,50.868,51.02439275706327,5.652,5.580910482586798,-0.17818554532989814
specific,100,medium,low,100,Low Density,4.415625,4.688006742807596,1.589625,1.162338102124149,0.176625,0.6335661620747086,0.30441728032972204
specific,100,medium,low,100,Medium Density,8.83125,8.148754076127316,3.17925,2.536125437006696,0.35325,0.4115910017196102,0.30441728032972204
specific,100,medium,low,100,High Density,17.6625,15.202397048760595,6.3585,5.800615149993694,0.7065,0.42008018631578187,0.30441728032972204
specific,100,medium,normal,100,Low Density,35.325,38.65115244732311,12.717,13.15359804993668,1.413,1.2871892278944432,-0.020956882204935523
specific,100,medium,normal,100,Medium Density,70.65,70.6036370168354,25.434,24.881080422480366,2.826,3.004464091796427,-0.020956882204935523
specific,100,medium,normal,100,High Density,141.3,140.6108341951614,50.868,51.333289234890266,5.652,5.19024912027339,-0.020956882204935523
specific,100,large,low,100,Low Density,4.415625,2.6975039581536864,1.589625,1.5681717058024682,0.176625,-0.0894536597845157,-0.39105916392456086
specific,100,large,low,100,Medium Density,8.83125,7.167337936426825,3.17925,2.2374791426161544,0.35325,-0.011724086727886919,-0.39105916392456086
specific,100,large,low,100,High Density,17.6625,14.341997609826926,6.3585,5.315889631956357,0.7065,0.4249959899039518,-0.39105916392456086
specific,100,large,normal,100,Low Density,35.325,37.099873193098894,12.717,12.360351367228683,1.413,1.5975123340635051,-0.9633192563161356
specific,100,large,normal,100,Medium Density,70.65,71.28864357836915,25.434,26.064222010329917,2.826,3.09452344257444,-0.9633192563161356
specific,100,large,normal,100,High Density,141.3,140.27147843273815,50.868,50.11945373209128,5.652,5.985115968845654,-0.9633192563161356
specific,120,small,low,120,Low Density,4.415625,3.4722233111552985,1.589625,0.7488791681697946,0.176625,0.02427423770698006,-0.3121941565409264
specific,120,small,low,120,Medium Density,8.83125,6.64940597316333,3.17925,2.0568446002400007,0.35325,0.41215795346374096,-0.3121941565409264
specific,120,small,low,120,High Density,17.6625,14.255613458309885,6.3585,6.074906551280795,0.7065,0.3711467075448752,-0.3121941565409264
specific,120,small,normal,120,Low Density,35.325,37.303301872964376,12.717,13.63884676438144,1.413,1.7669540179285477,-0.3399981846098877
specific,120,small,normal,120,Medium Density,70.65,71.67517058513228,25.434,25.881718789236626,2.826,3.0869495634758555,-0.3399981846098877
specific,120,small,normal,120,High Density,141.3,140.36311438776247,50.868,50.0570767640044,5.652,5.494486855273244,-0.3399981846098877
specific,120,medium,low,120,Low Density,4.415625,3.741825359826021,1.589625,1.6574855338994035,0.176625,0.13375114711826416,0.04711933845514746
specific,120,medium,low,120,Medium Density,8.83125,8.475084660766028,3.17925,1.903479067729954,0.35325,0.273613822012313,0.04711933845514746
specific,120,medium,low,120,High Density,17.6625,14.549949230812153,6.3585,5.61703131150194,0.7065,0.6996231781273432,0.04711933845514746
specific,120,medium,normal,120,Low Density,35.325,37.08618265846081,12.717,13.389053922338338,1.413,1.3794950427498318,-0.07107318135487879
specific,120,medium,normal,120,Medium Density,70.65,70.87968592734097,25.434,25.92765983392681,2.826,3.0694224094215485,-0.07107318135487879
specific,120,medium,normal,120,High Density,141.3,140.2218618033357,50.868,51.14093295537727,5.652,5.592689002745786,-0.07107318135487879
specific,120,large,low,120,Low Density,4.415625,3.0881773484050026,1.589625,1.7565163462711206,0.176625,0.560385339445995,-0.34788540983719474
specific,120,large,low,120,Medium Density,8.83125,7.603559374135222,3.17925,3.5197413936925663,0.35325,-0.0664565735403318,-0.34788540983719474
specific,120,large,low,120,High Density,17.6625,14.678716103467531,6.3585,5.0995473278466905,0.7065,0.7637508608923421,-0.34788540983719474
specific,120,large,normal,120,Low Density,35.325,36.732646251301276,12.717,13.34898571553124,1.413,1.6227060384116154,-0.052989993159389126
specific,120,large,normal,120,Medium Density,70.65,71.8153694430718,25.434,26.059277114471982,2.826,3.9104365831759567,-0.052989993159389126
specific,120,large,normal,120,High Density,141.3,139.51305157666795,50.868,50.743411659239214,5.652,6.335681842534346,-0.052989993159389126
specific,135,small,low,135,Low Density,4.415625,5.12963448982957,1.589625,0.854946215625517,0.176625,0.051531249285408344,-0.14091946194483995
specific,135,small,low,135,Medium Density,8.83125,8.491748024644242,3.17925,3.0212510876760708,0.35325,0.7522407171392899,-0.14091946194483995
specific,135,small,low,135,High Density,17.6625,14.171237600641218,6.3585,5.1869702243828755,0.7065,1.0765850079252723,-0.14091946194483995
specific,135,small,normal,135,Low Density,35.325,36.079807323626696,12.717,13.835151851646101,1.413,1.7931796020949051,-0.5702221311150995
specific,135,small,normal,135,Medium Density,70.65,71.58742415236696,25.434,25.903689846150208,2.826,3.4159071497893336,-0.5702221311150995
specific,135,small,normal,135,High Density,141.3,140.56379967727176,50.868,51.074500152955835,5.652,5.6584954147639905,-0.5702221311150995
specific,135,medium,low,135,Low Density,4.415625,4.401362374160762,1.589625,0.8782375997673001,0.176625,0.16586843971699747,0.30605918810843497
specific,135,medium,low,135,Medium Density,8.83125,8.129246694474757,3.17925,2.5119579457319348,0.35325,0.2503120339782324,0.30605918810843497
specific,135,medium,low,135,High Density,17.6625,15.445672469652363,6.3585,5.4070341513836,0.7065,0.3214332338953698,0.30605918810843497
specific,135,medium,normal,135,Low Density,35.325,37.30926437026829,12.717,13.961018488277341,1.413,0.9894605494817761,-0.37114788036071716
specific,135,medium,normal,135,Medium Density,70.65,71.5191277234796,25.434,26.36090510661116,2.826,2.7741184539522195,-0.37114788036071716
specific,135,medium,normal,135,High Density,141.3,139.58796708989948,50.868,50.32317350401992,5.652,4.875907485264962,-0.37114788036071716
specific,135,large,low,135,Low Density,4.415625,3.9079769458460185,1.589625,1.5870406844401714,0.176625,0.34939361686703146,-0.004178681094174789
specific,135,large,low,135,Medium Density,8.83125,8.252572187485127,3.17925,3.1543942314051274,0.35325,0.6044846418088063,-0.004178681094174789
specific,135,large,low,135,High Density,17.6625,15.010175074171881,6.3585,5.278694234592307,0.7065,1.1559610859009541,-0.004178681094174789
specific,135,large,normal,135,Low Density,35.325,36.74175597466043,12.717,13.907784264435296,1.413,1.7026834763132044,-0.6530294592731494
specific,135,large,normal,135,Medium Density,70.65,72.56829442260347,25.434,25.644831404010688,2.826,3.739979927814301,-0.6530294592731494
specific,135,large,normal,135,High Density,141.3,138.82477745261897,50.868,49.915334734843036,5.652,5.994226691950657,-0.6530294592731494
