blur,VENDER,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
0.0,120,medium,normal,120,High Density,141.3,140.2218618033357,50.868,51.14093295537727,5.652,5.592689002745786,-0.07107318135487879
0.0,120,large,low,120,Low Density,4.415625,3.0142498656437446,1.589625,1.7158814347377565,0.176625,0.5474655186079165,-0.3395975426287424
0.0,120,large,low,120,Medium Density,8.83125,8.075134902867157,3.17925,3.737989640704725,0.35325,-0.07059049601979382,-0.3395975426287424
0.0,120,large,low,120,High Density,17.6625,16.278074773372328,6.3585,5.651817622428352,0.7065,0.8463219423495136,-0.3395975426287424
0.0,120,large,normal,120,Low Density,35.325,36.732646251301276,12.717,13.34898571553124,1.413,1.6227060384116154,-0.052989993159389126
0.0,120,large,normal,120,Medium Density,70.65,71.8153694430718,25.434,26.059277114471982,2.826,3.9104365831759567,-0.052989993159389126
0.0,120,large,normal,120,High Density,141.3,139.51305157666795,50.868,50.743411659239214,5.652,6.335681842534346,-0.052989993159389126
0.0,135,small,low,135,Low Density,4.415625,5.076577999798804,1.589625,0.846024183852533,0.176625,0.0509942792665727,-0.13947361130434577
0.0,135,small,low,135,Medium Density,8.83125,9.166472089649202,3.17925,3.2615619712684083,0.35325,0.8119149429093331,-0.13947361130434577
0.0,135,small,low,135,High Density,17.6625,16.009266528937687,6.3585,5.855748505296705,0.7065,1.2144575328626201,-0.13947361130434577
0.0,135,small,normal,135,Low Density,35.325,36.079807323626696,12.717,13.835151851646101,1.413,1.7931796020949051,-0.5702221311150995
0.0,135,small,normal,135,Medium Density,70.65,71.58742415236696,25.434,25.903689846150208,2.826,3.4159071497893336,-0.5702221311150995
0.0,135,small,normal,135,High Density,141.3,140.56379967727176,50.868,51.074500152955835,5.652,5.6584954147639905,-0.5702221311150995
0.0,135,medium,low,135,Low Density,4.415625,4.356275828793719,1.589625,0.8690871032096692,0.176625,0.1641871155042488,0.3029694387990383
0.0,135,medium,low,135,Medium Density,8.83125,8.773627909483784,3.17925,2.712818407805008,0.35325,0.2704023500956758,0.3029694387990383
0.0,135,medium,low,135,High Density,17.6625,17.43565817611339,6.3585,6.1047476092269335,0.7065,0.36308361294744745,0.3029694387990383
0.0,135,medium,normal,135,Low Density,35.325,37.30926437026829,12.717,13.961018488277341,1.413,0.9894605494817761,-0.37114788036071716
0.0,135,medium,normal,135,Medium Density,70.65,71.5191277234796,25.434,26.36090510661116,2.826,2.7741184539522195,-0.37114788036071716
0.0,135,medium,normal,135,High Density,141.3,139.58796708989948,50.868,50.32317350401992,5.652,4.875907485264962,-0.37114788036071716
0.0,135,large,low,135,Low Density,4.415625,3.9206485747661723,1.589625,1.592198620551129,0.176625,0.3505503099913586,-0.004192255245227683
0.0,135,large,low,135,Medium Density,8.83125,9.063633960644996,3.17925,3.4621948905302578,0.35325,0.663762684506755,-0.004192255245227683
0.0,135,large,low,135,High Density,17.6625,17.263940354050504,6.3585,6.070998321711911,0.7065,1.329533907868334,-0.004192255245227683
0.0,135,large,normal,135,Low Density,35.325,36.74175597466043,12.717,13.907784264435296,1.413,1.7026834763132044,-0.6530294592731494
0.0,135,large,normal,135,Medium Density,70.65,72.56829442260347,25.434,25.644831404010688,2.826,3.739979927814301,-0.6530294592731494
0.0,135,large,normal,135,High Density,141.3,138.82477745261897,50.868,49.915334734843036,5.652,5.994226691950657,-0.6530294592731494
0.5,80,small,low,80,Low Density,4.415625,3.4109377640482346,1.589625,1.375723083343481,0.176625,-0.020559372083362417,0.2592992763458776
0.5,80,small,low,80,Medium Density,8.83125,7.8621950846673885,3.17925,2.916327221141043,0.35325,0.6851030609532524,0.2592992763458776
0.5,80,small,low,80,High Density,17.6625,16.47543599962752,6.3585,5.754085122924149,0.7065,0.07965432718754256,0.2592992763458776
0.5,80,small,normal,80,Low Density,35.325,36.81700830795309,12.717,13.46331332190479,1.413,1.8878049308167342,-0.28778940081651805
0.5,80,small,normal,80,Medium Density,70.65,69.1698180593997,25.434,25.676700990671073,2.826,2.7656940257235916,-0.28778940081651805
0.5,80,small,normal,80,High Density,141.3,143.3495868444907,50.868,49.076807105102375,5.652,5.266445283946067,-0.28778940081651805
0.5,80,medium,low,80,Low Density,4.415625,5.270515418186041,1.589625,2.6336907481365324,0.176625,-0.019801510261521073,0.33444658463398436
0.5,80,medium,low,80,Medium Density,8.83125,10.059401674563752,3.17925,3.2463483653754377,0.35325,0.7341503822394618,0.33444658463398436
0.5,80,medium,low,80,High Density,17.6625,18.38365300219129,6.3585,6.810310460445265,0.7065,1.0695430043247076,0.33444658463398436
0.5,80,medium,normal,80,Low Density,35.325,37.899444857320404,12.717,14.112238156049523,1.413,2.383898016863292,-0.4131297405850107
0.5,80,medium,normal,80,Medium Density,70.65,71.55780965432861,25.434,26.47982053038355,2.826,2.9486755795948394,-0.4131297405850107
0.5,80,medium,normal,80,High Density,141.3,140.6754174646321,50.868,53.925298253637315,5.652,5.193897861890854,-0.4131297405850107
0.5,80,large,low,80,Low Density,4.415625,6.84710413135959,1.589625,0.8794425280082149,0.176625,-0.013046681693160532,0.6324258154457711
0.5,80,large,low,80,Medium Density,8.83125,10.495978647363401,3.17925,2.5147198830732145,0.35325,0.5300748244082341,0.6324258154457711
0.5,80,large,low,80,High Density,17.6625,19.891779224593847,6.3585,5.180655296361582,0.7065,0.16227890140210394,0.6324258154457711
0.5,80,large,normal,80,Low Density,35.325,36.016301126376305,12.717,13.328401765964934,1.413,2.0200703441130274,0.9051976669897558
0.5,80,large,normal,80,Medium Density,70.65,72.16658039542827,25.434,26.397110841571397,2.826,3.5976901462671593,0.9051976669897558
0.5,80,large,normal,80,High Density,141.3,140.9238007552596,50.868,50.577469868717934,5.652,5.976459667819076,0.9051976669897558
0.5,100,small,low,100,Low Density,4.415625,1.9241384291832266,1.589625,1.8138554687956423,0.176625,0.3256783924073034,-0.21859839842474035
0.5,100,small,low,100,Medium Density,8.83125,8.312414641498865,3.17925,2.549101294877366,0.35325,0.4004655883815037,-0.21859839842474035
0.5,100,small,low,100,High Density,17.6625,16.12819141570293,6.3585,5.910010072567888,0.7065,0.8126181176525256,-0.21859839842474035
0.5,100,small,normal,100,Low Density,35.325,39.65994870761577,12.717,14.26863332249158,1.413,2.089845793934446,-0.17957177737950164
0.5,100,small,normal,100,Medium Density,70.65,71.20105139891074,25.434,25.19377616004164,2.826,3.6142413334911363,-0.17957177737950164
0.5,100,small,normal,100,High Density,141.3,141.87508955213863,50.868,55.04418647691462,5.652,5.882429031621844,-0.17957177737950164
0.5,100,medium,low,100,Low Density,4.415625,4.841839885623528,1.589625,1.1904876892214424,0.176625,0.6517902073941921,0.3061360664244266
0.5,100,medium,low,100,Medium Density,8.83125,9.039011660517305,3.17925,2.8736647257094283,0.35325,0.4169927444755889,0.3061360664244266
0.5,100,medium,low,100,High Density,17.6625,16.832659415659748,6.3585,6.805040049750724,0.7065,0.44609763616763276,0.3061360664244266
0.5,100,medium,normal,100,Low Density,35.325,38.52743017279855,12.717,14.06993352311619,1.413,1.5243313155137037,-0.021174742997772403
0.5,100,medium,normal,100,Medium Density,70.65,68.44236282229876,25.434,25.43260066278954,2.826,2.72075733760448,-0.021174742997772403
0.5,100,medium,normal,100,High Density,141.3,141.33446044905958,50.868,51.50948369697675,5.652,4.686111592529132,-0.021174742997772403
0.5,100,large,low,100,Low Density,4.415625,2.6965859439064115,1.589625,1.4269799613358665,0.176625,-0.0763348305498983,-0.3767520795646686
0.5,100,large,low,100,Medium Density,8.83125,7.282836261574129,3.17925,2.3426271208170593,0.35325,0.0189763623338894,-0.3767520795646686
0.5,100,large,low,100,High Density,17.6625,15.462027508332325,6.3585,5.946141008071312,0.7065,0.44684067730110155,-0.3767520795646686
0.5,100,large,normal,100,Low Density,35.325,37.13200156635135,12.717,12.489732345756929,1.413,1.4467529935832038,-0.9486860846589971
0.5,100,large,normal,100,Medium Density,70.65,69.6141647870802,25.434,24.917923794636327,2.826,3.3702004783079413,-0.9486860846589971
0.5,100,large,normal,100,High Density,141.3,138.56167392153827,50.868,49.879361629855396,5.652,5.803116040347518,-0.9486860846589971
0.5,120,small,low,120,Low Density,4.415625,3.301854669735629,1.589625,0.7005644653523426,0.176625,0.0005588740587942003,-0.32598393416889987
0.5,120,small,low,120,Medium Density,8.83125,7.865886086295129,3.17925,2.3184747209666443,0.35325,0.4469531556453042,-0.32598393416889987
0.5,120,small,low,120,High Density,17.6625,16.641990674127992,6.3585,7.091459145467292,0.7065,0.44117267074387717,-0.32598393416889987
0.5,120,small,normal,120,Low Density,35.325,37.94430667749363,12.717,13.924125885389941,1.413,1.79716859973352,-0.34299975317854314
0.5,120,small,normal,120,Medium Density,70.65,71.87482185141526,25.434,25.694275387644264,2.826,3.1810362310080857,-0.34299975317854314
0.5,120,small,normal,120,High Density,141.3,142.24004053732716,50.868,51.82913965396246,5.652,5.661752730430251,-0.34299975317854314
0.5,120,medium,low,120,Low Density,4.415625,3.3291007363438982,1.589625,1.614025501776502,0.176625,0.07978810085948805,0.043903875272701454
0.5,120,medium,low,120,Medium Density,8.83125,8.325565107437916,3.17925,1.9627402137122072,0.35325,0.2882890796579787,0.043903875272701454
0.5,120,medium,low,120,High Density,17.6625,15.16895769217557,6.3585,5.289003247212823,0.7065,0.7613818070764945,0.043903875272701454
0.5,120,medium,normal,120,Low Density,35.325,36.06153350986649,12.717,13.17848594809068,1.413,1.429702023600205,-0.07004672228000401
0.5,120,medium,normal,120,Medium Density,70.65,70.90371117123168,25.434,24.879013729014435,2.826,3.0247789988823395,-0.07004672228000401
0.5,120,medium,normal,120,High Density,141.3,138.79580497653748,50.868,48.57116197405858,5.652,5.759913604172428,-0.07004672228000401
0.5,120,large,low,120,Low Density,4.415625,2.813954429185678,1.589625,1.6343497565528118,0.176625,0.5318578441361247,-0.33538864898273113
0.5,120,large,low,120,Medium Density,8.83125,7.875376540210299,3.17925,3.472293584579027,0.35325,-0.12439007474809427,-0.33538864898273113
0.5,120,large,low,120,High Density,17.6625,15.861139571479345,6.3585,5.070671216650099,0.7065,0.7640399670320976,-0.33538864898273113
0.5,120,large,normal,120,Low Density,35.325,36.63900769081427,12.717,13.496813429999651,1.413,1.416489956809905,-0.052161127697914415
0.5,120,large,normal,120,Medium Density,70.65,72.94681318949257,25.434,26.668645675287337,2.826,3.7941599824981647,-0.052161127697914415
0.5,120,large,normal,120,High Density,141.3,138.24184591120536,50.868,50.68825071494767,5.652,6.66571420272569,-0.052161127697914415
0.5,135,small,low,135,Low Density,4.415625,5.0071511855251885,1.589625,0.8866391722472274,0.176625,0.09683716548620785,-0.13718658151902477
0.5,135,small,low,135,Medium Density,8.83125,8.884358829917307,3.17925,3.4174330368271253,0.35325,0.7497834669270393,-0.13718658151902477
0.5,135,small,low,135,High Density,17.6625,16.140425631199957,6.3585,6.016298236183141,0.7065,1.1996954885643274,-0.13718658151902477
0.5,135,small,normal,135,Low Density,35.325,36.26371492511864,12.717,14.061576410309886,1.413,1.868618826838956,-0.5697032729812439
0.5,135,small,normal,135,Medium Density,70.65,72.22498510038297,25.434,25.20066749246272,2.826,3.099059042754893,-0.5697032729812439
0.5,135,small,normal,135,High Density,141.3,143.5608273119371,50.868,51.38198942286906,5.652,5.666340674837196,-0.5697032729812439
0.5,135,medium,low,135,Low Density,4.415625,4.571588154235761,1.589625,0.8707441183302997,0.176625,0.14728473021106556,0.3092734429219935
0.5,135,medium,low,135,Medium Density,8.83125,8.983447623852205,3.17925,2.7800875534850995,0.35325,0.2801585363278158,0.3092734429219935
0.5,135,medium,low,135,High Density,17.6625,17.547727213456564,6.3585,6.298856698178378,0.7065,0.47403901528071324,0.3092734429219935
0.5,135,medium,normal,135,Low Density,35.325,37.245876491652616,12.717,14.30483880478837,1.413,1.1286938751602664,-0.3709676566431196
0.5,135,medium,normal,135,Medium Density,70.65,70.34682945876902,25.434,25.650202039337614,2.826,2.8637827602554498,-0.3709676566431196
0.5,135,medium,normal,135,High Density,141.3,137.30304391118534,50.868,48.88045515680678,5.652,4.266706497507427,-0.3709676566431196
0.5,135,large,low,135,Low Density,4.415625,3.553284939990809,1.589625,1.65051041115605,0.176625,0.40594733783355297,-0.0039482232081998365
0.5,135,large,low,135,Medium Density,8.83125,8.59576515376709,3.17925,3.41941521619941,0.35325,0.5933384608734853,-0.0039482232081998365
0.5,135,large,low,135,High Density,17.6625,16.898125256953787,6.3585,5.685697837142803,0.7065,1.114405646670205,-0.0039482232081998365
0.5,135,large,normal,135,Low Density,35.325,36.585705243960355,12.717,14.225009341593193,1.413,1.7290542989822506,-0.6658045196955817
0.5,135,large,normal,135,Medium Density,70.65,73.3566454677552,25.434,24.376885517397625,2.826,3.534668458145159,-0.6658045196955817
0.5,135,large,normal,135,High Density,141.3,135.82881865027306,50.868,51.46654163531392,5.652,6.199159309821365,-0.6658045196955817
1.0,80,small,low,80,Low Density,4.415625,4.027021741715971,1.589625,1.5778711027516854,0.176625,-0.0927155528190087,0.2948716211599531
1.0,80,small,low,80,Medium Density,8.83125,9.676336704561459,3.17925,3.259753131179865,0.35325,0.6476104667751301,0.2948716211599531
1.0,80,small,low,80,High Density,17.6625,18.932184123809247,6.3585,6.579743689892027,0.7065,0.16928082527670452,0.2948716211599531
1.0,80,small,normal,80,Low Density,35.325,36.38192408481395,12.717,12.153663820580816,1.413,2.0900706954701618,-0.27956639668755223
1.0,80,small,normal,80,Medium Density,70.65,66.58761542102854,25.434,23.931961469636253,2.826,2.079748486430247,-0.27956639668755223
1.0,80,small,normal,80,High Density,141.3,139.52603269750125,50.868,46.30005912558411,5.652,5.279029869109786,-0.27956639668755223
1.0,80,medium,low,80,Low Density,4.415625,5.64493474993218,1.589625,2.55063627557365,0.176625,-0.04792724002189563,0.3561508245191567
1.0,80,medium,low,80,Medium Density,8.83125,10.948872162993025,3.17925,3.6714414646274314,0.35325,0.7976024385382421,0.3561508245191567
1.0,80,medium,low,80,High Density,17.6625,19.356386224199184,6.3585,7.833993301998162,0.7065,1.3756935003198598,0.3561508245191567
1.0,80,medium,normal,80,Low Density,35.325,37.779819378903774,12.717,13.15565411459605,1.413,1.9574791325016614,-0.39002738221093103
1.0,80,medium,normal,80,Medium Density,70.65,69.38990996044413,25.434,25.456929461644997,2.826,3.3410615577206273,-0.39002738221093103
1.0,80,medium,normal,80,High Density,141.3,139.71642681441634,50.868,51.143931147473126,5.652,4.516895269263938,-0.39002738221093103
1.0,80,large,low,80,Low Density,4.415625,6.635501076155871,1.589625,0.7427432618628752,0.176625,-0.16620868678540185,0.5867872255153811
1.0,80,large,low,80,Medium Density,8.83125,9.872907783966946,3.17925,2.478935322173476,0.35325,0.6668871652660935,0.5867872255153811
1.0,80,large,low,80,High Density,17.6625,19.33691048056034,6.3585,4.972520278618081,0.7065,0.06223535705401944,0.5867872255153811
1.0,80,large,normal,80,Low Density,35.325,36.16905180984531,12.717,14.461526315884349,1.413,2.0559827229758967,0.8813080898597928
1.0,80,large,normal,80,Medium Density,70.65,76.67289847295784,25.434,28.838523261752744,2.826,3.8599138024643205,0.8813080898597928
1.0,80,large,normal,80,High Density,141.3,141.27210173231552,50.868,58.48941466534532,5.652,6.493314600552856,0.8813080898597928
1.0,100,small,low,100,Low Density,4.415625,2.4009336775613237,1.589625,1.7495490584791036,0.176625,0.42707343367519135,-0.21182677528337834
1.0,100,small,low,100,Medium Density,8.83125,8.312196966600846,3.17925,2.5726266239234072,0.35325,0.1771551687639577,-0.21182677528337834
1.0,100,small,low,100,High Density,17.6625,16.42869375309655,6.3585,6.024118009349974,0.7065,0.7015720841556687,-0.21182677528337834
1.0,100,small,normal,100,Low Density,35.325,39.91475111358042,12.717,12.822657803898299,1.413,2.284920521082879,-0.18033501010184153
1.0,100,small,normal,100,Medium Density,70.65,72.67579228232276,25.434,26.202656018122646,2.826,3.5099338680066476,-0.18033501010184153
1.0,100,small,normal,100,High Density,141.3,144.33985737822465,50.868,49.91894519841591,5.652,5.893545221319029,-0.18033501010184153
1.0,100,medium,low,100,Low Density,4.415625,4.553638568015102,1.589625,0.989113820817964,0.176625,0.6443183755959825,0.3015126523316816
1.0,100,medium,low,100,Medium Density,8.83125,9.128586712001493,3.17925,2.4020487895955394,0.35325,0.4104413768557728,0.3015126523316816
1.0,100,medium,low,100,High Density,17.6625,17.48029104585039,6.3585,6.7074943602212365,0.7065,0.5236979906178574,0.3015126523316816
1.0,100,medium,normal,100,Low Density,35.325,40.00643778202514,12.717,12.836583849510786,1.413,1.0746636884206806,-0.02032972483576075
1.0,100,medium,normal,100,Medium Density,70.65,75.22374842799225,25.434,21.470778603666798,2.826,3.395751443244113,-0.02032972483576075
1.0,100,medium,normal,100,High Density,141.3,135.49775030980692,50.868,56.208554626816216,5.652,5.144978156303771,-0.02032972483576075
1.0,100,large,low,100,Low Density,4.415625,2.302572367228097,1.589625,1.2533206895012048,0.176625,-0.07773558499946176,-0.33549150452394
1.0,100,large,low,100,Medium Density,8.83125,6.359234127575694,3.17925,2.2553548690656577,0.35325,0.0059813400228979395,-0.33549150452394
1.0,100,large,low,100,High Density,17.6625,14.56879769474957,6.3585,5.1205428970778755,0.7065,0.4007741068072681,-0.33549150452394
1.0,100,large,normal,100,Low Density,35.325,37.97183730111735,12.717,11.367171700347491,1.413,1.674144438532828,-0.9310515384649058
1.0,100,large,normal,100,Medium Density,70.65,70.4068204789707,25.434,26.425468571357413,2.826,3.6295322422102787,-0.9310515384649058
1.0,100,large,normal,100,High Density,141.3,139.73309803303218,50.868,45.643911343757,5.652,6.381737723480278,-0.9310515384649058
1.0,120,small,low,120,Low Density,4.415625,3.3155480115262472,1.589625,0.9422687806249306,0.176625,-0.04890920963168968,-0.31724696684038634
1.0,120,small,low,120,Medium Density,8.83125,8.18032849654262,3.17925,2.6477421901325884,0.35325,0.5985985557712394,-0.31724696684038634
1.0,120,small,low,120,High Density,17.6625,16.154636171415422,6.3585,7.47066907000665,0.7065,0.32246124243510327,-0.31724696684038634
1.0,120,small,normal,120,Low Density,35.325,38.33777820664188,12.717,14.767041065782227,1.413,2.3466409366319256,-0.354113947987412
1.0,120,small,normal,120,Medium Density,70.65,75.81923519838854,25.434,27.264587936318804,2.826,3.244855657355066,-0.354113947987412
1.0,120,small,normal,120,High Density,141.3,145.2572766435088,50.868,52.817939683328404,5.652,5.012787436090335,-0.354113947987412
1.0,120,medium,low,120,Low Density,4.415625,3.8583110967085577,1.589625,1.4669294915809645,0.176625,0.20401235265985013,0.046938027928264625
1.0,120,medium,low,120,Medium Density,8.83125,9.230303181537227,3.17925,2.0833150808697907,0.35325,0.2164910018623939,0.046938027928264625
1.0,120,medium,low,120,High Density,17.6625,14.940766271468986,6.3585,6.46536090596412,0.7065,0.6929968592638934,0.046938027928264625
1.0,120,medium,normal,120,Low Density,35.325,33.998838716186036,12.717,14.46689843564144,1.413,1.0905324554497364,-0.07165417019080088
1.0,120,medium,normal,120,Medium Density,70.65,71.44383541344575,25.434,23.66613022884605,2.826,3.169562694066952,-0.07165417019080088
1.0,120,medium,normal,120,High Density,141.3,140.51542483006443,50.868,48.80978221985937,5.652,4.78724284246686,-0.07165417019080088
1.0,120,large,low,120,Low Density,4.415625,2.955855309957901,1.589625,1.7960580583748886,0.176625,0.46656301696027075,-0.30186045749941776
1.0,120,large,low,120,Medium Density,8.83125,7.160136335615604,3.17925,3.3878354004236066,0.35325,0.007341322134434039,-0.30186045749941776
1.0,120,large,low,120,High Density,17.6625,15.567503553454152,6.3585,4.93191633513624,0.7065,0.6493737331736252,-0.30186045749941776
1.0,120,large,normal,120,Low Density,35.325,33.27094792465163,12.717,12.794781542981406,1.413,1.5157332982687899,-0.050532435594162095
1.0,120,large,normal,120,Medium Density,70.65,73.67163144180354,25.434,24.91600094151282,2.826,3.7203398910398437,-0.050532435594162095
1.0,120,large,normal,120,High Density,141.3,135.3709548055002,50.868,53.007953049538926,5.652,6.088993959012436,-0.050532435594162095
1.0,135,small,low,135,Low Density,4.415625,5.60492730719714,1.589625,0.9240908060374912,0.176625,0.294231063996833,-0.14638306165772916
1.0,135,small,low,135,Medium Density,8.83125,9.428917470087812,3.17925,3.6303773537564332,0.35325,0.849077382850307,-0.14638306165772916
1.0,135,small,low,135,High Density,17.6625,15.913797508445562,6.3585,6.407245542785643,0.7065,1.3752317913603076,-0.14638306165772916
1.0,135,small,normal,135,Low Density,35.325,36.4071353757509,12.717,14.063115275433013,1.413,1.8245392329749537,-0.5812479458472254
1.0,135,small,normal,135,Medium Density,70.65,74.08361656976376,25.434,27.192192976207185,2.826,4.415136940069262,-0.5812479458472254
1.0,135,small,normal,135,High Density,141.3,143.72267038693866,50.868,49.62701912694368,5.652,6.976343675318327,-0.5812479458472254
1.0,135,medium,low,135,Low Density,4.415625,4.237024058030861,1.589625,0.7087667409016982,0.176625,0.14266765637600465,0.2976805804771173
1.0,135,medium,low,135,Medium Density,8.83125,8.985425649034132,3.17925,2.790223337134994,0.35325,0.299576309912533,0.2976805804771173
1.0,135,medium,low,135,High Density,17.6625,17.715053224918623,6.3585,6.300157231452186,0.7065,0.5986397423636433,0.2976805804771173
