VENDOR,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
80,large,normal,80-motion,High Density,141.3,140.7795151249237,50.868,50.694467014635364,5.652000000000001,5.094331453507069,-0.2995094263146512
100,small,low,100-motion,Low Density,4.415625,4.452754343273018,1.589625,2.4630123712018435,0.17662500000000003,0.051983026956568694,-0.5561979921560684
100,small,low,100-motion,Medium Density,8.83125,9.094470625299635,3.17925,3.2650130985308174,0.35325000000000006,0.05343661451115239,-0.4541529683965038
100,small,low,100-motion,High Density,17.6625,17.43257744877955,6.3585,7.112997791440049,0.7065000000000001,0.6267923810622271,-0.10008950768560798
100,small,normal,100-motion,Low Density,35.325,35.95575301636554,12.717,13.566100660165976,1.4130000000000003,1.702596629004398,0.31938014282368365
100,small,normal,100-motion,Medium Density,70.65,70.76363232853977,25.434,26.080329940700178,2.8260000000000005,3.326124855851676,0.0020174666857701268
100,small,normal,100-motion,High Density,141.3,141.84578407636056,50.868,51.232677945731716,5.652000000000001,6.238933098998697,0.13917091528063685
100,medium,low,100-motion,Low Density,4.415625,4.490646732110054,1.589625,1.842696313975619,0.17662500000000003,-0.12831317229107092,0.046122572613713844
100,medium,low,100-motion,Medium Density,8.83125,8.585782074596052,3.17925,4.085294692974442,0.35325000000000006,0.4943742449345912,0.030980338415560256
100,medium,low,100-motion,High Density,17.6625,17.207184310155256,6.3585,6.699599790208099,0.7065000000000001,0.7320176169460151,-0.03566245075656327
100,medium,normal,100-motion,Low Density,35.325,36.563786997814134,12.717,13.205462464682453,1.4130000000000003,1.3301848357545536,-0.3085178122142753
100,medium,normal,100-motion,Medium Density,70.65,72.43082618897054,25.434,24.965150959507355,2.8260000000000005,2.6736993735739514,-0.8315176774390931
100,medium,normal,100-motion,High Density,141.3,141.54332053764054,50.868,49.74849841327566,5.652000000000001,4.556539747250837,-0.20575887277398983
100,large,low,100-motion,Low Density,4.415625,4.96946045627238,1.589625,1.0875135083041052,0.17662500000000003,0.36762513162370997,0.6666221778534935
100,large,low,100-motion,Medium Density,8.83125,8.978031664880175,3.17925,3.307903485250488,0.35325000000000006,0.23305602230778644,-0.0012289614542172064
100,large,low,100-motion,High Density,17.6625,18.368903287815776,6.3585,6.654736842080877,0.7065000000000001,0.7788056540564974,-0.10608715147340825
100,large,normal,100-motion,Low Density,35.325,36.507388601168756,12.717,13.574812335533743,1.4130000000000003,1.107140471678864,0.36806527305501546
100,large,normal,100-motion,Medium Density,70.65,73.0647413287755,25.434,24.573800914002135,2.8260000000000005,2.1590053583657074,0.008088309190279475
100,large,normal,100-motion,High Density,141.3,142.12683000157347,50.868,51.321666533108136,5.652000000000001,4.095960307847068,-0.19200976290000052
120,small,low,120-motion,Low Density,4.415625,4.553608527924422,1.589625,1.7896731903587495,0.17662500000000003,-0.12600628020205415,0.19937748991635493
120,small,low,120-motion,Medium Density,8.83125,9.495917426621745,3.17925,3.3372906080905262,0.35325000000000006,0.6362097678468781,0.25353658000125956
120,small,low,120-motion,High Density,17.6625,18.48261186205755,6.3585,7.1415914660054645,0.7065000000000001,0.6491702112845067,-0.04890831050159356
120,small,normal,120-motion,Low Density,35.325,37.01990520229696,12.717,13.582744786426986,1.4130000000000003,1.2756066245854596,-0.043464335673763094
120,small,normal,120-motion,Medium Density,70.65,71.97009916414203,25.434,26.75418749396805,2.8260000000000005,3.209815661139237,0.08532555267666492
120,small,normal,120-motion,High Density,141.3,142.7744371464076,50.868,51.893181514853666,5.652000000000001,5.627726569851627,0.05408227938566519
120,medium,low,120-motion,Low Density,4.415625,6.26662297809507,1.589625,2.108436660748924,0.17662500000000003,0.38175457573181903,1.9449007823964224
120,medium,low,120-motion,Medium Density,8.83125,8.30016198055624,3.17925,3.6710270922880945,0.35325000000000006,0.6644276646853171,1.454449919240951
