VENDER,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
120,large,low,120,High Density,17.6625,18.409465466324505,6.3585,5.628382499176047,0.7065,1.0533049142623374,0.7041766411038575
120,large,normal,120,Low Density,35.325,36.932942418622204,12.717,13.705669943130909,1.413,1.486297732200492,0.2746971928790708
120,large,normal,120,Medium Density,70.65,72.02288826545144,25.434,26.145028999625936,2.826,3.1879603628493776,0.2746971928790708
120,large,normal,120,High Density,141.3,139.77104944524905,50.868,50.73530522799979,5.652,5.574649175337335,0.2746971928790708
135,small,low,135,Low Density,4.415625,4.0031480927888925,1.589625,1.4948484817898409,0.176625,0.10322306756124983,-0.4656540376199707
135,small,low,135,Medium Density,8.83125,7.563608500109573,3.17925,2.4845637210946623,0.35325,0.46624850957435293,-0.4656540376199707
135,small,low,135,High Density,17.6625,17.906592087548052,6.3585,5.800480916414955,0.7065,0.5841895340020565,-0.4656540376199707
135,small,normal,135,Low Density,35.325,37.50456155627531,12.717,13.99287842842493,1.413,1.7284865483395493,-0.34117837123229144
135,small,normal,135,Medium Density,70.65,69.86628246846509,25.434,25.779686876896086,2.826,3.053120179845611,-0.34117837123229144
135,small,normal,135,High Density,141.3,139.6761947789962,50.868,51.433267051385,5.652,5.386680928629578,-0.34117837123229144
135,medium,low,135,Low Density,4.415625,3.786672455632247,1.589625,1.4848740532610467,0.176625,0.08302017694278396,-0.04685417726925306
135,medium,low,135,Medium Density,8.83125,6.762262768629883,3.17925,3.266261478563091,0.35325,0.28602309093569217,-0.04685417726925306
135,medium,low,135,High Density,17.6625,16.133371331259507,6.3585,6.027928589573721,0.7065,0.48308249050802354,-0.04685417726925306
135,medium,normal,135,Low Density,35.325,37.90505403707867,12.717,12.684964171727817,1.413,1.3455347099619772,-0.42311106437370133
135,medium,normal,135,Medium Density,70.65,70.31300125013956,25.434,25.526553549329392,2.826,2.9084445119725015,-0.42311106437370133
135,medium,normal,135,High Density,141.3,139.7547687053827,50.868,50.93576899350781,5.652,5.508608928030656,-0.42311106437370133
135,large,low,135,Low Density,4.415625,3.098263904011201,1.589625,1.075385993149766,0.176625,0.3577637474351044,0.5201011052615916
135,large,low,135,Medium Density,8.83125,8.97588506345852,3.17925,2.9754221365961584,0.35325,-0.17596890750762834,0.5201011052615916
135,large,low,135,High Density,17.6625,18.035131386177575,6.3585,6.485799281327459,0.7065,0.597610407715991,0.5201011052615916
135,large,normal,135,Low Density,35.325,36.787492036640565,12.717,13.680106642825121,1.413,1.9151119238934777,-0.20134449686822686
135,large,normal,135,Medium Density,70.65,70.43823044789444,25.434,25.528308467891836,2.826,3.3203723114991757,-0.20134449686822686
135,large,normal,135,High Density,141.3,139.63282465056827,50.868,50.477243718901484,5.652,5.953758702605478,-0.20134449686822686
