VENDOR,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_agat_large,calculated_agat_medium,calculated_agat_small,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
135,medium,low,135-motion,Medium Density,8.83125,0.0,3.17925,0.0,0.0,0.0,0.0,0.35325000000000006,0.0,0.0
135,medium,low,135-motion,High Density,17.6625,16.738928735002116,6.3585,92.399872,10.954623999999999,0.0,3.4143552912285524,0.7065000000000001,0.0,0.0
135,medium,normal,135-motion,Low Density,35.325,39.27048380255318,12.717,234.333696,77.873088,0.0,12.547507016923973,1.4130000000000003,0.0,2.3809749866307466
135,medium,normal,135-motion,Medium Density,70.65,74.6851751024849,25.434,319.11296,129.550336,12.859776,26.513774614473792,2.8260000000000005,2.5271853438194793,0.0
135,medium,normal,135-motion,High Density,141.3,148.57052753955796,50.868,368.646912,169.55852799999997,29.529856000000002,54.44746562267373,5.652000000000001,5.2312100919858056,0.0
135,large,low,135-motion,Low Density,4.415625,0.0,1.589625,0.0,0.0,0.0,0.0,0.17662500000000003,0.0,0.0
135,large,low,135-motion,Medium Density,8.83125,0.0,3.17925,0.0,0.0,0.0,0.0,0.35325000000000006,0.0,0.0
135,large,low,135-motion,High Density,17.6625,18.324484050678073,6.3585,100.02047999999999,13.574207999999999,0.0,4.864311138150396,0.7065000000000001,0.0,0.0
135,large,normal,135-motion,Low Density,35.325,37.492878146031124,12.717,201.46982399999996,57.154560000000004,0.0,13.454956082425044,1.4130000000000003,0.0,0.0
135,large,normal,135-motion,Medium Density,70.65,75.68082023548372,25.434,337.211904,137.170944,11.430912,26.225432951531488,2.8260000000000005,2.31099940579216,0.0
135,large,normal,135-motion,High Density,141.3,149.04887694349145,50.868,388.65100799999993,171.46367999999998,27.862848,53.12828862964633,5.652000000000001,5.56227566905548,0.0
