VENDOR,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
80,small,low,80,Low Density,4.415625,4.334180364429732,1.589625,1.6993059231145236,0.17662500000000003,-0.22208108981800026,0.17637685316814575
80,small,low,80,Medium Density,8.83125,10.446350872168018,3.17925,3.0857228036381623,0.35325000000000006,0.7197249568767742,0.17637685316814575
80,small,low,80,High Density,17.6625,18.109207433756783,6.3585,6.326449737743154,0.7065000000000001,0.009103481974917213,0.17637685316814575
80,small,normal,80,Low Density,35.325,37.89412834536405,12.717,14.100767123534116,1.4130000000000003,1.729940231035527,-0.16199539117354417
80,small,normal,80,Medium Density,70.65,72.61309071885978,25.434,27.04185204265663,2.8260000000000005,2.800500601806022,-0.16199539117354417
80,small,normal,80,High Density,141.3,145.0500953518883,50.868,52.12402627799065,5.652000000000001,6.045761647488877,-0.16199539117354417
80,medium,low,80,Low Density,4.415625,4.819714843531912,1.589625,2.6941300777930746,0.17662500000000003,-0.043313207515230046,0.2136874505366202
80,medium,low,80,Medium Density,8.83125,10.65583874389296,3.17925,3.0294259718326235,0.35325000000000006,0.6271750856749969,0.2136874505366202
80,medium,low,80,High Density,17.6625,18.95386454820634,6.3585,6.995478493384214,0.7065000000000001,0.9460594644030467,0.2136874505366202
80,medium,normal,80,Low Density,35.325,36.12356442601097,12.717,12.780528686824582,1.4130000000000003,2.1780494641083434,-0.21366550793559927
80,medium,normal,80,Medium Density,70.65,70.56498017115796,25.434,26.2696374071999,2.8260000000000005,2.858502093013167,-0.21366550793559927
80,medium,normal,80,High Density,141.3,142.81576083947297,50.868,52.1469381930904,5.652000000000001,5.369589237601569,-0.21366550793559927
80,large,low,80,Low Density,4.415625,5.661171877674746,1.589625,1.3489007000996212,0.17662500000000003,0.036987025818606564,0.38222037760000555
80,large,low,80,Medium Density,8.83125,9.362763915618855,3.17925,2.9566330547222055,0.35325000000000006,0.37846989622777594,0.38222037760000555
80,large,low,80,High Density,17.6625,17.72238997785593,6.3585,5.750519824328026,0.7065000000000001,0.27717099642272974,0.38222037760000555
80,large,normal,80,Low Density,35.325,34.28842257402853,12.717,12.645427891701056,1.4130000000000003,1.5490348945987504,0.49122384554464005
80,large,normal,80,Medium Density,70.65,69.61183762543864,25.434,25.560169003600805,2.8260000000000005,3.3719164262878567,0.49122384554464005
80,large,normal,80,High Density,141.3,139.50944613022963,50.868,49.626016944775614,5.652000000000001,5.697005093905798,0.49122384554464005
100,small,low,100,Low Density,4.415625,4.033600760820288,1.589625,1.8061270070598945,0.17662500000000003,0.36199963524241385,-0.14955870378730896
100,small,low,100,Medium Density,8.83125,9.438354880474943,3.17925,3.339676048397918,0.35325000000000006,0.35265962420333574,-0.14955870378730896
100,small,low,100,High Density,17.6625,17.860974511268278,6.3585,6.533484048125799,0.7065000000000001,0.9101000248269058,-0.14955870378730896
100,small,normal,100,Low Density,35.325,37.22538383988282,12.717,13.294033917846917,1.4130000000000003,2.0770728325400327,-0.09842901257031245
100,small,normal,100,Medium Density,70.65,73.00395083280115,25.434,26.086638101180682,2.8260000000000005,3.549840762516361,-0.09842901257031245
100,small,normal,100,High Density,141.3,145.84963801773583,50.868,52.41269984650246,5.652000000000001,5.656365042280612,-0.09842901257031245
100,medium,low,100,Low Density,4.415625,4.327731755367184,1.589625,0.7122209005149074,0.17662500000000003,0.4618556071621345,0.1907703218244894
100,medium,low,100,Medium Density,8.83125,9.132692261692092,3.17925,2.764050602197768,0.35325000000000006,0.6149257868797217,0.1907703218244894
100,medium,low,100,High Density,17.6625,18.053674624311135,6.3585,5.975128745139826,0.7065000000000001,0.5335219843106856,0.1907703218244894
100,medium,normal,100,Low Density,35.325,36.06731458732688,12.717,12.22907496838275,1.4130000000000003,1.2066623753376535,-0.01116588933267587
100,medium,normal,100,Medium Density,70.65,69.28205464890314,25.434,24.856283604775086,2.8260000000000005,2.853664175782646,-0.01116588933267587
100,medium,normal,100,High Density,141.3,142.0370817736088,50.868,51.18661325848431,5.652000000000001,5.211708218982844,-0.01116588933267587
100,large,low,100,Low Density,4.415625,4.867519492645089,1.589625,1.9194209814063354,0.17662500000000003,-0.10683989218904955,-0.2586384078026605
100,large,low,100,Medium Density,8.83125,8.998729220344613,3.17925,3.3279995545798124,0.35325000000000006,-0.02890397100788187,-0.2586384078026605
100,large,low,100,High Density,17.6625,17.28240618457985,6.3585,6.611269856776658,0.7065000000000001,0.7475128675558682,-0.2586384078026605
100,large,normal,100,Low Density,35.325,35.675720621870106,12.717,12.140246983492492,1.4130000000000003,1.6722787873146663,-0.506067858182651
100,large,normal,100,Medium Density,70.65,70.09500490159965,25.434,25.832290666367523,2.8260000000000005,3.203432494262671,-0.506067858182651
100,large,normal,100,High Density,141.3,140.70031736853898,50.868,49.96093219474103,5.652000000000001,5.957368545581712,-0.506067858182651
120,small,low,120,Low Density,4.415625,4.2848034345316615,1.589625,0.5319825833243113,0.17662500000000003,0.055336495233409645,-0.2043556581913386
120,small,low,120,Medium Density,8.83125,9.462806417155083,3.17925,2.8347650426299653,0.35325000000000006,0.47753939461080286,-0.2043556581913386
120,small,low,120,High Density,17.6625,18.125388403578718,6.3585,7.137804843844534,0.7065000000000001,0.5259233730427909,-0.2043556581913386
120,small,normal,120,Low Density,35.325,36.833677364999566,12.717,13.556296632493531,1.4130000000000003,1.7190748542997547,-0.19008310045671561
