VENDOR,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
80,small,low,80-motion,Low Density,4.415625,4.491292912624536,1.589625,1.568629942892071,0.17662500000000003,-0.2063793468343767,0.23107472050176334
80,small,low,80-motion,Medium Density,8.83125,10.524888156783753,3.17925,3.2432309677353075,0.35325000000000006,0.6483918478698992,0.23107472050176334
80,small,low,80-motion,High Density,17.6625,18.388705773880314,6.3585,6.387942364616583,0.7065000000000001,0.057790269123227656,0.23107472050176334
80,small,normal,80-motion,Low Density,35.325,38.16975937596403,12.717,14.446441229236434,1.4130000000000003,1.6771470072267676,0.014388001490147274
80,small,normal,80-motion,Medium Density,70.65,72.92026461265645,25.434,27.160545285398584,2.8260000000000005,2.814343379846665,0.014388001490147274
80,small,normal,80-motion,High Density,141.3,145.94729735335153,50.868,52.924543807135755,5.652000000000001,6.107287320335556,0.014388001490147274
80,medium,low,80-motion,Low Density,4.415625,5.325714227767023,1.589625,2.8441421307383425,0.17662500000000003,0.006561782144084186,0.16567570783224236
80,medium,low,80-motion,Medium Density,8.83125,10.463453467395068,3.17925,2.9719966299289022,0.35325000000000006,0.5936202910314103,0.16567570783224236
80,medium,low,80-motion,High Density,17.6625,19.209356581729317,6.3585,7.010292257303888,0.7065000000000001,0.6560585516122669,0.16567570783224236
80,medium,normal,80-motion,Low Density,35.325,36.20847385483749,12.717,13.257144386511278,1.4130000000000003,2.248655633120712,-0.012217981317443255
80,medium,normal,80-motion,Medium Density,70.65,70.78194840646641,25.434,26.39774740524758,2.8260000000000005,2.9200370046713036,-0.012217981317443255
80,medium,normal,80-motion,High Density,141.3,143.6494195249236,50.868,52.61656256504321,5.652000000000001,5.367940107889812,-0.012217981317443255
80,large,low,80-motion,Low Density,4.415625,5.4609714092300585,1.589625,1.1807835647276452,0.17662500000000003,0.38375573884975056,0.24613045601168598
80,large,low,80-motion,Medium Density,8.83125,9.880826424212458,3.17925,2.8557871547587865,0.35325000000000006,0.5633798105294787,0.24613045601168598
80,large,low,80-motion,High Density,17.6625,18.017989896196053,6.3585,5.704629255457512,0.7065000000000001,0.23697856553382826,0.24613045601168598
80,large,normal,80-motion,Low Density,35.325,34.92130517485231,12.717,12.376869107542094,1.4130000000000003,1.246743076788386,-0.07882057585593309
80,large,normal,80-motion,Medium Density,70.65,69.79354582609794,25.434,24.97911982237312,2.8260000000000005,2.5452805461271133,-0.07882057585593309
80,large,normal,80-motion,High Density,141.3,137.63706752852997,50.868,49.42497251676611,5.652000000000001,4.098825538275084,-0.07882057585593309
100,small,low,100-motion,Low Density,4.415625,3.88916622999296,1.589625,2.011492333973198,0.17662500000000003,0.3051444721495674,-0.10399617558967367
100,small,low,100-motion,Medium Density,8.83125,9.491271979821025,3.17925,3.4906419253870533,0.35325000000000006,0.38340130250174664,-0.10399617558967367
100,small,low,100-motion,High Density,17.6625,18.323503650307575,6.3585,6.805518141730672,0.7065000000000001,0.8233626872863287,-0.10399617558967367
100,small,normal,100-motion,Low Density,35.325,37.405985961509224,12.717,13.141940806350673,1.4130000000000003,1.7131906760086875,0.0637394009761959
100,small,normal,100-motion,Medium Density,70.65,73.27011428619468,25.434,25.235470966032143,2.8260000000000005,2.652186843674442,0.0637394009761959
100,small,normal,100-motion,High Density,141.3,143.89087510884775,50.868,51.97319915182924,5.652000000000001,4.722956153240779,0.0637394009761959
100,medium,low,100-motion,Low Density,4.415625,4.43919092673016,1.589625,0.6599800062510401,0.17662500000000003,0.17722527761111093,0.18611373489991734
100,medium,low,100-motion,Medium Density,8.83125,9.207658551631166,3.17925,2.85769373302781,0.35325000000000006,0.6001863800418236,0.18611373489991734
100,medium,low,100-motion,High Density,17.6625,18.356389810553686,6.3585,5.870418580021891,0.7065000000000001,0.23327280241808818,0.18611373489991734
100,medium,normal,100-motion,Low Density,35.325,36.48503104063026,12.717,12.420142654285524,1.4130000000000003,1.2198025221950097,-0.03526991058444571
100,medium,normal,100-motion,Medium Density,70.65,69.72628703925635,25.434,25.177946036725686,2.8260000000000005,2.784348859177059,-0.03526991058444571
100,medium,normal,100-motion,High Density,141.3,143.33588548417296,50.868,52.066490534458325,5.652000000000001,5.082403709998872,-0.03526991058444571
100,large,low,100-motion,Low Density,4.415625,4.859607231247096,1.589625,1.858498038505961,0.17662500000000003,-0.06370887001182028,-0.26162013448135163
100,large,low,100-motion,Medium Density,8.83125,9.04018233692579,3.17925,3.3321233026618153,0.35325000000000006,0.03243149810051608,-0.26162013448135163
100,large,low,100-motion,High Density,17.6625,17.479049133862855,6.3585,6.699184601558689,0.7065000000000001,0.7338835496287309,-0.26162013448135163
100,large,normal,100-motion,Low Density,35.325,36.0211806436553,12.717,12.349888385281687,1.4130000000000003,1.7177372749354085,-0.5246245232153022
100,large,normal,100-motion,Medium Density,70.65,70.84116572180201,25.434,25.954190596074568,2.8260000000000005,3.2505932748829807,-0.5246245232153022
100,large,normal,100-motion,High Density,141.3,141.95911009583693,50.868,50.50787815059412,5.652000000000001,5.8802401256723815,-0.5246245232153022
120,small,low,120-motion,Low Density,4.415625,4.374855429340766,1.589625,0.7472404711968411,0.17662500000000003,0.04473602362721545,-0.18241219265856223
120,small,low,120-motion,Medium Density,8.83125,9.54720865835516,3.17925,2.884605309472856,0.35325000000000006,0.32447516802256104,-0.18241219265856223
120,small,low,120-motion,High Density,17.6625,18.368171289830098,6.3585,7.28482372915031,0.7065000000000001,0.34052500893181314,-0.18241219265856223
